"date","sex","age","ethnicity","population"
"2009-01-01","male","35-39","overall",987.9
"2009-01-01","male","40-44","overall",897.3
"2009-01-01","male","45-49","overall",821.7
"2009-01-01","male","50-54","overall",681.5
"2009-01-01","male","55-59","overall",528.2
"2009-01-01","male","60-64","overall",393.5
"2009-01-01","male","65-69","overall",260.3
"2009-01-01","male","70-74","overall",192
"2009-01-01","male","75-79","overall",103.4
"2009-01-01","male","80-84","overall",60.8
"2009-01-01","male","85+","overall",38.7
"2010-01-01","both","0-4","overall",2508.6
"2010-01-01","both","5-9","overall",2659.5
"2010-01-01","both","10-14","overall",2654
"2010-01-01","both","15-19","overall",2837.4
"2010-01-01","both","20-24","overall",2912
"2010-01-01","both","25-29","overall",2789.6
"2010-01-01","both","30-34","overall",2181.7
"2010-01-01","both","35-39","overall",1954.8
"2010-01-01","both","40-44","overall",1791.5
"2010-01-01","both","45-49","overall",1614.3
"2010-01-01","both","50-54","overall",1370.8
"2010-01-01","both","55-59","overall",1066.1
"2010-01-01","both","60-64","overall",823.5
"2010-01-01","both","65-69","overall",538
"2010-01-01","both","70-74","overall",409.3
"2010-01-01","both","75-79","overall",233.4
"2010-01-01","both","80-84","overall",144.3
"2010-01-01","both","85+","overall",100.1
"2010-01-01","female","0-4","overall",1220.4
"2010-01-01","female","5-9","overall",1294.9
"2010-01-01","female","10-14","overall",1295.6
"2010-01-01","female","15-19","overall",1383.6
"2010-01-01","female","20-24","overall",1408
"2010-01-01","female","25-29","overall",1310.7
"2010-01-01","female","30-34","overall",1019.3
"2010-01-01","female","35-39","overall",941.1
"2010-01-01","female","40-44","overall",883.1
"2010-01-01","female","45-49","overall",774.2
"2010-01-01","female","50-54","overall",664.1
"2010-01-01","female","55-59","overall",519.1
"2010-01-01","female","60-64","overall",406.7
"2010-01-01","female","65-69","overall",267.6
"2010-01-01","female","70-74","overall",208.6
"2010-01-01","female","75-79","overall",123.4
"2010-01-01","female","80-84","overall",80.7
"2010-01-01","female","85+","overall",56.9
"2010-01-01","male","0-4","overall",1288.2
"2010-01-01","male","5-9","overall",1364.5
"2010-01-01","male","10-14","overall",1358.4
"2010-01-01","male","15-19","overall",1453.8
"2010-01-01","male","20-24","overall",1504
"2010-01-01","male","25-29","overall",1478.9
"2010-01-01","male","30-34","overall",1162.4
"2010-01-01","male","35-39","overall",1013.7
"2010-01-01","male","40-44","overall",908.4
"2010-01-01","male","45-49","overall",840.1
"2010-01-01","male","50-54","overall",706.7
"2010-01-01","male","55-59","overall",547
"2010-01-01","male","60-64","overall",416.8
"2010-01-01","male","65-69","overall",270.4
"2010-01-01","male","70-74","overall",200.7
"2010-01-01","male","75-79","overall",110
"2010-01-01","male","80-84","overall",63.6
"2010-01-01","male","85+","overall",43.2
"2011-01-01","both","0-4","overall",2505.6
"2011-01-01","both","5-9","overall",2619.8
"2011-01-01","both","10-14","overall",2665.5
"2011-01-01","both","15-19","overall",2852.6
"2011-01-01","both","20-24","overall",2965
"2011-01-01","both","25-29","overall",2871.6
"2011-01-01","both","30-34","overall",2267.6
"2011-01-01","both","35-39","overall",1977.3
"2011-01-01","both","40-44","overall",1811.5
"2011-01-01","both","45-49","overall",1643.4
"2011-01-01","both","50-54","overall",1415.7
"2011-01-01","both","55-59","overall",1111.2
"2011-01-01","both","60-64","overall",863.2
"2011-01-01","both","65-69","overall",570.5
"2011-01-01","both","70-74","overall",421.3
"2011-01-01","both","75-79","overall",247.5
"2011-01-01","both","80-84","overall",146.1
"2011-01-01","both","85+","overall",106.7
"2011-01-01","female","0-4","overall",1217.5
"2011-01-01","female","5-9","overall",1275.1
"2011-01-01","female","10-14","overall",1300.3
"2011-01-01","female","15-19","overall",1387.4
"2011-01-01","female","20-24","overall",1429.4
"2011-01-01","female","25-29","overall",1350.6
"2011-01-01","female","30-34","overall",1060.4
"2011-01-01","female","35-39","overall",948.3
"2011-01-01","female","40-44","overall",894.4
"2011-01-01","female","45-49","overall",792.9
"2011-01-01","female","50-54","overall",685.7
"2011-01-01","female","55-59","overall",542
"2011-01-01","female","60-64","overall",426.9
"2011-01-01","female","65-69","overall",284.7
"2011-01-01","female","70-74","overall",214.9
"2011-01-01","female","75-79","overall",130.2
"2011-01-01","female","80-84","overall",81.1
"2011-01-01","female","85+","overall",60.3
"2011-01-01","male","0-4","overall",1288.1
"2011-01-01","male","5-9","overall",1344.7
"2011-01-01","male","10-14","overall",1365.2
"2011-01-01","male","15-19","overall",1465.2
"2011-01-01","male","20-24","overall",1535.6
"2011-01-01","male","25-29","overall",1521
"2011-01-01","male","30-34","overall",1207.2
"2011-01-01","male","35-39","overall",1029
"2011-01-01","male","40-44","overall",917.1
"2011-01-01","male","45-49","overall",850.5
"2011-01-01","male","50-54","overall",730
"2011-01-01","male","55-59","overall",569.2
"2011-01-01","male","60-64","overall",436.3
"2011-01-01","male","65-69","overall",285.8
"2011-01-01","male","70-74","overall",206.4
"2011-01-01","male","75-79","overall",117.3
"2011-01-01","male","80-84","overall",65
"2011-01-01","male","85+","overall",46.4
"2012-01-01","both","0-4","overall",2524.7
"2012-01-01","both","5-9","overall",2581.8
"2012-01-01","both","10-14","overall",2670
"2012-01-01","both","15-19","overall",2853.6
"2012-01-01","both","20-24","overall",3017.5
"2012-01-01","both","25-29","overall",2924.5
"2012-01-01","both","30-34","overall",2368.5
"2012-01-01","both","35-39","overall",1996.6
"2012-01-01","both","40-44","overall",1827.7
"2012-01-01","both","45-49","overall",1667.2
"2012-01-01","both","50-54","overall",1455
"2012-01-01","both","55-59","overall",1159.8
"2012-01-01","both","60-64","overall",896.8
"2012-01-01","both","65-69","overall",613
"2012-01-01","both","70-74","overall",426.4
"2012-01-01","both","75-79","overall",267.8
"2012-01-01","both","80-84","overall",144.5
"2012-01-01","both","85+","overall",114.5
"2012-01-01","female","0-4","overall",1224.8
"2012-01-01","female","5-9","overall",1256.7
"2012-01-01","female","10-14","overall",1301.1
"2012-01-01","female","15-19","overall",1384.8
"2012-01-01","female","20-24","overall",1448.9
"2012-01-01","female","25-29","overall",1376.9
"2012-01-01","female","30-34","overall",1111
"2012-01-01","female","35-39","overall",954.3
"2012-01-01","female","40-44","overall",901.4
"2012-01-01","female","45-49","overall",811.4
"2012-01-01","female","50-54","overall",703.7
"2012-01-01","female","55-59","overall",567.5
"2012-01-01","female","60-64","overall",443.1
"2012-01-01","female","65-69","overall",307.3
"2012-01-01","female","70-74","overall",217.5
"2012-01-01","female","75-79","overall",140.8
"2012-01-01","female","80-84","overall",79.5
"2012-01-01","female","85+","overall",64.1
"2012-01-01","male","0-4","overall",1299.9
"2012-01-01","male","5-9","overall",1325.1
"2012-01-01","male","10-14","overall",1369
"2012-01-01","male","15-19","overall",1468.8
"2012-01-01","male","20-24","overall",1568.6
"2012-01-01","male","25-29","overall",1547.6
"2012-01-01","male","30-34","overall",1257.5
"2012-01-01","male","35-39","overall",1042.3
"2012-01-01","male","40-44","overall",926.3
"2012-01-01","male","45-49","overall",855.8
"2012-01-01","male","50-54","overall",751.3
"2012-01-01","male","55-59","overall",592.3
"2012-01-01","male","60-64","overall",453.7
"2012-01-01","male","65-69","overall",305.7
"2012-01-01","male","70-74","overall",208.9
"2012-01-01","male","75-79","overall",127
"2012-01-01","male","80-84","overall",65
"2012-01-01","male","85+","overall",50.4
"2013-01-01","both","0-4","overall",2559.3
"2013-01-01","both","5-9","overall",2553.7
"2013-01-01","both","10-14","overall",2670.5
"2013-01-01","both","15-19","overall",2867.8
"2013-01-01","both","20-24","overall",3122
"2013-01-01","both","25-29","overall",3027.7
"2013-01-01","both","30-34","overall",2522.5
"2013-01-01","both","35-39","overall",2046.8
"2013-01-01","both","40-44","overall",1860.2
"2013-01-01","both","45-49","overall",1695.5
"2013-01-01","both","50-54","overall",1496.6
"2013-01-01","both","55-59","overall",1212
"2013-01-01","both","60-64","overall",929.2
"2013-01-01","both","65-69","overall",662.4
"2013-01-01","both","70-74","overall",430.3
"2013-01-01","both","75-79","overall",290.3
"2013-01-01","both","80-84","overall",144.1
"2013-01-01","both","85+","overall",122.8
"2013-01-01","female","0-4","overall",1237.3
"2013-01-01","female","5-9","overall",1243.7
"2013-01-01","female","10-14","overall",1299.9
"2013-01-01","female","15-19","overall",1389
"2013-01-01","female","20-24","overall",1490.3
"2013-01-01","female","25-29","overall",1421.6
"2013-01-01","female","30-34","overall",1182.7
"2013-01-01","female","35-39","overall",971.9
"2013-01-01","female","40-44","overall",912.7
"2013-01-01","female","45-49","overall",832.2
"2013-01-01","female","50-54","overall",721.9
"2013-01-01","female","55-59","overall",594.7
"2013-01-01","female","60-64","overall",459.1
"2013-01-01","female","65-69","overall",333.3
"2013-01-01","female","70-74","overall",219.6
"2013-01-01","female","75-79","overall",152.6
"2013-01-01","female","80-84","overall",78.5
"2013-01-01","female","85+","overall",67.9
"2013-01-01","male","0-4","overall",1322
"2013-01-01","male","5-9","overall",1309.9
"2013-01-01","male","10-14","overall",1370.6
"2013-01-01","male","15-19","overall",1478.8
"2013-01-01","male","20-24","overall",1631.7
"2013-01-01","male","25-29","overall",1606.1
"2013-01-01","male","30-34","overall",1339.8
"2013-01-01","male","35-39","overall",1074.9
"2013-01-01","male","40-44","overall",947.5
"2013-01-01","male","45-49","overall",863.3
"2013-01-01","male","50-54","overall",774.7
"2013-01-01","male","55-59","overall",617.3
"2013-01-01","male","60-64","overall",470.1
"2013-01-01","male","65-69","overall",329.1
"2013-01-01","male","70-74","overall",210.7
"2013-01-01","male","75-79","overall",137.7
"2013-01-01","male","80-84","overall",65.6
"2013-01-01","male","85+","overall",54.9
"2014-01-01","both","0-4","overall",2571.2
"2014-01-01","both","5-9","overall",2536.9
"2014-01-01","both","10-14","overall",2665.5
"2014-01-01","both","15-19","overall",2852.8
"2014-01-01","both","20-24","overall",3182.4
"2014-01-01","both","25-29","overall",3079.2
"2014-01-01","both","30-34","overall",2643.1
"2014-01-01","both","35-39","overall",2095.1
"2014-01-01","both","40-44","overall",1880.3
"2014-01-01","both","45-49","overall",1713.2
"2014-01-01","both","50-54","overall",1532.3
"2014-01-01","both","55-59","overall",1260.2
"2014-01-01","both","60-64","overall",962.1
"2014-01-01","both","65-69","overall",708.5
"2014-01-01","both","70-74","overall",439.6
"2014-01-01","both","75-79","overall",308.1
"2014-01-01","both","80-84","overall",148.4
"2014-01-01","both","85+","overall",129.5
"2014-01-01","female","0-4","overall",1240.9
"2014-01-01","female","5-9","overall",1234.3
"2014-01-01","female","10-14","overall",1297.6
"2014-01-01","female","15-19","overall",1378.7
"2014-01-01","female","20-24","overall",1513.4
"2014-01-01","female","25-29","overall",1444.7
"2014-01-01","female","30-34","overall",1243.6
"2014-01-01","female","35-39","overall",990.3
"2014-01-01","female","40-44","overall",919.6
"2014-01-01","female","45-49","overall",847.6
"2014-01-01","female","50-54","overall",738.8
"2014-01-01","female","55-59","overall",619.9
"2014-01-01","female","60-64","overall",476.2
"2014-01-01","female","65-69","overall",357.6
"2014-01-01","female","70-74","overall",224.5
"2014-01-01","female","75-79","overall",162.2
"2014-01-01","female","80-84","overall",80.2
"2014-01-01","female","85+","overall",70.7
"2014-01-01","male","0-4","overall",1330.3
"2014-01-01","male","5-9","overall",1302.6
"2014-01-01","male","10-14","overall",1367.9
"2014-01-01","male","15-19","overall",1474.1
"2014-01-01","male","20-24","overall",1669
"2014-01-01","male","25-29","overall",1634.5
"2014-01-01","male","30-34","overall",1399.5
"2014-01-01","male","35-39","overall",1104.8
"2014-01-01","male","40-44","overall",960.7
"2014-01-01","male","45-49","overall",865.6
"2014-01-01","male","50-54","overall",793.5
"2014-01-01","male","55-59","overall",640.3
"2014-01-01","male","60-64","overall",485.9
"2014-01-01","male","65-69","overall",350.9
"2014-01-01","male","70-74","overall",215.1
"2014-01-01","male","75-79","overall",145.9
"2014-01-01","male","80-84","overall",68.2
"2014-01-01","male","85+","overall",58.8
"2015-01-01","both","0-4","overall",2601.6
"2015-01-01","both","5-9","overall",2518.4
"2015-01-01","both","10-14","overall",2655.8
"2015-01-01","both","15-19","overall",2846.7
"2015-01-01","both","20-24","overall",3225.5
"2015-01-01","both","25-29","overall",3135.9
"2015-01-01","both","30-34","overall",2731.2
"2015-01-01","both","35-39","overall",2158.2
"2015-01-01","both","40-44","overall",1898.8
"2015-01-01","both","45-49","overall",1727.9
"2015-01-01","both","50-54","overall",1560.3
"2015-01-01","both","55-59","overall",1304.2
"2015-01-01","both","60-64","overall",1000.4
"2015-01-01","both","65-69","overall",748.6
"2015-01-01","both","70-74","overall",460.9
"2015-01-01","both","75-79","overall",319.6
"2015-01-01","both","80-84","overall",158.3
"2015-01-01","both","85+","overall",134.1
"2015-01-01","female","0-4","overall",1257.3
"2015-01-01","female","5-9","overall",1224.1
"2015-01-01","female","10-14","overall",1292.3
"2015-01-01","female","15-19","overall",1374.1
"2015-01-01","female","20-24","overall",1532.9
"2015-01-01","female","25-29","overall",1467.1
"2015-01-01","female","30-34","overall",1289.8
"2015-01-01","female","35-39","overall",1019.3
"2015-01-01","female","40-44","overall",925.2
"2015-01-01","female","45-49","overall",859.1
"2015-01-01","female","50-54","overall",755.6
"2015-01-01","female","55-59","overall",641.5
"2015-01-01","female","60-64","overall",496.3
"2015-01-01","female","65-69","overall",378.4
"2015-01-01","female","70-74","overall",235.9
"2015-01-01","female","75-79","overall",168.4
"2015-01-01","female","80-84","overall",84.8
"2015-01-01","female","85+","overall",72.2
"2015-01-01","male","0-4","overall",1344.4
"2015-01-01","male","5-9","overall",1294.3
"2015-01-01","male","10-14","overall",1363.5
"2015-01-01","male","15-19","overall",1472.6
"2015-01-01","male","20-24","overall",1692.6
"2015-01-01","male","25-29","overall",1668.8
"2015-01-01","male","30-34","overall",1441.4
"2015-01-01","male","35-39","overall",1138.9
"2015-01-01","male","40-44","overall",973.6
"2015-01-01","male","45-49","overall",868.8
"2015-01-01","male","50-54","overall",804.7
"2015-01-01","male","55-59","overall",662.7
"2015-01-01","male","60-64","overall",504.1
"2015-01-01","male","65-69","overall",370.2
"2015-01-01","male","70-74","overall",225
"2015-01-01","male","75-79","overall",151.2
"2015-01-01","male","80-84","overall",73.5
"2015-01-01","male","85+","overall",61.9
"2016-01-01","both","0-4","overall",2630.4
"2016-01-01","both","5-9","overall",2513.4
"2016-01-01","both","10-14","overall",2616
"2016-01-01","both","15-19","overall",2862.7
"2016-01-01","both","20-24","overall",3244.6
"2016-01-01","both","25-29","overall",3189.4
"2016-01-01","both","30-34","overall",2797.8
"2016-01-01","both","35-39","overall",2236.9
"2016-01-01","both","40-44","overall",1918.5
"2016-01-01","both","45-49","overall",1741.4
"2016-01-01","both","50-54","overall",1585.1
"2016-01-01","both","55-59","overall",1345.4
"2016-01-01","both","60-64","overall",1040.8
"2016-01-01","both","65-69","overall",785
"2016-01-01","both","70-74","overall",490
"2016-01-01","both","75-79","overall",330.7
"2016-01-01","both","80-84","overall",166.9
"2016-01-01","both","85+","overall",138.7
"2016-01-01","female","0-4","overall",1270.4
"2016-01-01","female","5-9","overall",1218.1
"2016-01-01","female","10-14","overall",1273.1
"2016-01-01","female","15-19","overall",1381
"2016-01-01","female","20-24","overall",1540.8
"2016-01-01","female","25-29","overall",1487.4
"2016-01-01","female","30-34","overall",1324.2
"2016-01-01","female","35-39","overall",1057.3
"2016-01-01","female","40-44","overall",930.7
"2016-01-01","female","45-49","overall",867.7
"2016-01-01","female","50-54","overall",773
"2016-01-01","female","55-59","overall",660.4
"2016-01-01","female","60-64","overall",517.6
"2016-01-01","female","65-69","overall",397
"2016-01-01","female","70-74","overall",251.7
"2016-01-01","female","75-79","overall",174.4
"2016-01-01","female","80-84","overall",89.2
"2016-01-01","female","85+","overall",73.4
"2016-01-01","male","0-4","overall",1360
"2016-01-01","male","5-9","overall",1295.4
"2016-01-01","male","10-14","overall",1342.9
"2016-01-01","male","15-19","overall",1481.7
"2016-01-01","male","20-24","overall",1703.8
"2016-01-01","male","25-29","overall",1702
"2016-01-01","male","30-34","overall",1473.6
"2016-01-01","male","35-39","overall",1179.6
"2016-01-01","male","40-44","overall",987.8
"2016-01-01","male","45-49","overall",873.7
"2016-01-01","male","50-54","overall",812.1
"2016-01-01","male","55-59","overall",685
"2016-01-01","male","60-64","overall",523.2
"2016-01-01","male","65-69","overall",388
"2016-01-01","male","70-74","overall",238.3
"2016-01-01","male","75-79","overall",156.3
"2016-01-01","male","80-84","overall",77.7
"2016-01-01","male","85+","overall",65.3
"2017-01-01","both","0-4","overall",2613.7
"2017-01-01","both","5-9","overall",2533.7
"2017-01-01","both","10-14","overall",2580.8
"2017-01-01","both","15-19","overall",2871.1
"2017-01-01","both","20-24","overall",3244.8
"2017-01-01","both","25-29","overall",3238.7
"2017-01-01","both","30-34","overall",2841.7
"2017-01-01","both","35-39","overall",2334.6
"2017-01-01","both","40-44","overall",1933.3
"2017-01-01","both","45-49","overall",1755.4
"2017-01-01","both","50-54","overall",1604.4
"2017-01-01","both","55-59","overall",1383.8
"2017-01-01","both","60-64","overall",1085.1
"2017-01-01","both","65-69","overall",815.7
"2017-01-01","both","70-74","overall",527.9
"2017-01-01","both","75-79","overall",334.9
"2017-01-01","both","80-84","overall",180.5
"2017-01-01","both","85+","overall",142.6
"2017-01-01","female","0-4","overall",1263.5
"2017-01-01","female","5-9","overall",1225.8
"2017-01-01","female","10-14","overall",1255.8
"2017-01-01","female","15-19","overall",1383.5
"2017-01-01","female","20-24","overall",1537.5
"2017-01-01","female","25-29","overall",1507.3
"2017-01-01","female","30-34","overall",1348.1
"2017-01-01","female","35-39","overall",1108.5
"2017-01-01","female","40-44","overall",933.8
"2017-01-01","female","45-49","overall",874
"2017-01-01","female","50-54","overall",790
"2017-01-01","female","55-59","overall",677.9
"2017-01-01","female","60-64","overall",541.1
"2017-01-01","female","65-69","overall",412.8
"2017-01-01","female","70-74","overall",272.4
"2017-01-01","female","75-79","overall",176.8
"2017-01-01","female","80-84","overall",96.7
"2017-01-01","female","85+","overall",74.3
"2017-01-01","male","0-4","overall",1350.1
"2017-01-01","male","5-9","overall",1307.9
"2017-01-01","male","10-14","overall",1324.9
"2017-01-01","male","15-19","overall",1487.6
"2017-01-01","male","20-24","overall",1707.3
"2017-01-01","male","25-29","overall",1731.4
"2017-01-01","male","30-34","overall",1493.6
"2017-01-01","male","35-39","overall",1226.1
"2017-01-01","male","40-44","overall",999.5
"2017-01-01","male","45-49","overall",881.4
"2017-01-01","male","50-54","overall",814.4
"2017-01-01","male","55-59","overall",705.9
"2017-01-01","male","60-64","overall",544
"2017-01-01","male","65-69","overall",402.9
"2017-01-01","male","70-74","overall",255.5
"2017-01-01","male","75-79","overall",158.1
"2017-01-01","male","80-84","overall",83.8
"2017-01-01","male","85+","overall",68.3
"2018-01-01","both","0-4","overall",2595.3
"2018-01-01","both","5-9","overall",2560.5
"2018-01-01","both","10-14","overall",2549.9
"2018-01-01","both","15-19","overall",2871.9
"2018-01-01","both","20-24","overall",3232.5
"2018-01-01","both","25-29","overall",3281.8
"2018-01-01","both","30-34","overall",2868.9
"2018-01-01","both","35-39","overall",2438.7
"2018-01-01","both","40-44","overall",1951
"2018-01-01","both","45-49","overall",1768.9
"2018-01-01","both","50-54","overall",1619.5
"2018-01-01","both","55-59","overall",1418
"2018-01-01","both","60-64","overall",1130.6
"2018-01-01","both","65-69","overall",843.1
"2018-01-01","both","70-74","overall",572.1
"2018-01-01","both","75-79","overall",337.6
"2018-01-01","both","80-84","overall",196.1
"2018-01-01","both","85+","overall",145.8
"2018-01-01","female","0-4","overall",1256.5
"2018-01-01","female","5-9","overall",1235.7
"2018-01-01","female","10-14","overall",1241
"2018-01-01","female","15-19","overall",1382.8
"2018-01-01","female","20-24","overall",1528.4
"2018-01-01","female","25-29","overall",1525.3
"2018-01-01","female","30-34","overall",1362.9
"2018-01-01","female","35-39","overall",1164.6
"2018-01-01","female","40-44","overall",938.9
"2018-01-01","female","45-49","overall",878.4
"2018-01-01","female","50-54","overall",806
"2018-01-01","female","55-59","overall",693.7
"2018-01-01","female","60-64","overall",565.1
"2018-01-01","female","65-69","overall",427.1
"2018-01-01","female","70-74","overall",296.2
"2018-01-01","female","75-79","overall",178.5
"2018-01-01","female","80-84","overall",105.3
"2018-01-01","female","85+","overall",74.5
"2018-01-01","male","0-4","overall",1338.8
"2018-01-01","male","5-9","overall",1324.8
"2018-01-01","male","10-14","overall",1309
"2018-01-01","male","15-19","overall",1489.2
"2018-01-01","male","20-24","overall",1704.1
"2018-01-01","male","25-29","overall",1756.5
"2018-01-01","male","30-34","overall",1506
"2018-01-01","male","35-39","overall",1274.1
"2018-01-01","male","40-44","overall",1012.1
"2018-01-01","male","45-49","overall",890.5
"2018-01-01","male","50-54","overall",813.5
"2018-01-01","male","55-59","overall",724.3
"2018-01-01","male","60-64","overall",565.5
"2018-01-01","male","65-69","overall",416
"2018-01-01","male","70-74","overall",275.9
"2018-01-01","male","75-79","overall",159.1
"2018-01-01","male","80-84","overall",90.8
"2018-01-01","male","85+","overall",71.3
"2019-01-01","both","0-4","overall",2580
"2019-01-01","both","5-9","overall",2545.3
"2019-01-01","both","10-14","overall",2527.2
"2019-01-01","both","15-19","overall",2857.6
"2019-01-01","both","20-24","overall",3181.1
"2019-01-01","both","25-29","overall",3270.6
"2019-01-01","both","30-34","overall",2870.1
"2019-01-01","both","35-39","overall",2512.8
"2019-01-01","both","40-44","overall",1970.6
"2019-01-01","both","45-49","overall",1774.3
"2019-01-01","both","50-54","overall",1627.3
"2019-01-01","both","55-59","overall",1444.7
"2019-01-01","both","60-64","overall",1171.4
"2019-01-01","both","65-69","overall",870.2
"2019-01-01","both","70-74","overall",612.7
"2019-01-01","both","75-79","overall",346.9
"2019-01-01","both","80-84","overall",210.1
"2019-01-01","both","85+","overall",150.2
"2019-01-01","female","0-4","overall",1248.9
"2019-01-01","female","5-9","overall",1227.5
"2019-01-01","female","10-14","overall",1227.7
"2019-01-01","female","15-19","overall",1377.4
"2019-01-01","female","20-24","overall",1505.2
"2019-01-01","female","25-29","overall",1524.4
"2019-01-01","female","30-34","overall",1367.7
"2019-01-01","female","35-39","overall",1208.8
"2019-01-01","female","40-44","overall",948.3
"2019-01-01","female","45-49","overall",878.4
"2019-01-01","female","50-54","overall",817.1
"2019-01-01","female","55-59","overall",708.1
"2019-01-01","female","60-64","overall",586.3
"2019-01-01","female","65-69","overall",441.7
"2019-01-01","female","70-74","overall",318.2
"2019-01-01","female","75-79","overall",183.9
"2019-01-01","female","80-84","overall",113.1
"2019-01-01","female","85+","overall",75.2
"2019-01-01","male","0-4","overall",1331.1
"2019-01-01","male","5-9","overall",1317.7
"2019-01-01","male","10-14","overall",1299.4
"2019-01-01","male","15-19","overall",1480.1
"2019-01-01","male","20-24","overall",1675.9
"2019-01-01","male","25-29","overall",1746.2
"2019-01-01","male","30-34","overall",1502.4
"2019-01-01","male","35-39","overall",1304
"2019-01-01","male","40-44","overall",1022.3
"2019-01-01","male","45-49","overall",895.9
"2019-01-01","male","50-54","overall",810.2
"2019-01-01","male","55-59","overall",736.6
"2019-01-01","male","60-64","overall",585.1
"2019-01-01","male","65-69","overall",428.5
"2019-01-01","male","70-74","overall",294.5
"2019-01-01","male","75-79","overall",163
"2019-01-01","male","80-84","overall",97
"2019-01-01","male","85+","overall",75
"2020-01-01","both","0-4","overall",2519.5
"2020-01-01","both","5-9","overall",2641.2
"2020-01-01","both","10-14","overall",2611.2
"2020-01-01","both","15-19","overall",2839.5
"2020-01-01","both","20-24","overall",2867
"2020-01-01","both","25-29","overall",2891.6
"2020-01-01","both","30-34","overall",2907.2
"2020-01-01","both","35-39","overall",2742.6
"2020-01-01","both","40-44","overall",2194.8
"2020-01-01","both","45-49","overall",1843.7
"2020-01-01","both","50-54","overall",1586
"2020-01-01","both","55-59","overall",1459.8
"2020-01-01","both","60-64","overall",1152.1
"2020-01-01","both","65-69","overall",917.4
"2020-01-01","both","70-74","overall",611.4
"2020-01-01","both","75-79","overall",329.3
"2020-01-01","both","80-84","overall",194.6
"2020-01-01","both","85+","overall",138.5
"2020-01-01","female","0-4","overall",1233
"2020-01-01","female","5-9","overall",1273.1
"2020-01-01","female","10-14","overall",1259.6
"2020-01-01","female","15-19","overall",1350.9
"2020-01-01","female","20-24","overall",1322.4
"2020-01-01","female","25-29","overall",1310
"2020-01-01","female","30-34","overall",1342.1
"2020-01-01","female","35-39","overall",1278.2
"2020-01-01","female","40-44","overall",1027.7
"2020-01-01","female","45-49","overall",885.9
"2020-01-01","female","50-54","overall",782
"2020-01-01","female","55-59","overall",716.4
"2020-01-01","female","60-64","overall",575.2
"2020-01-01","female","65-69","overall",460.4
"2020-01-01","female","70-74","overall",313.8
"2020-01-01","female","75-79","overall",172.8
"2020-01-01","female","80-84","overall",105.5
"2020-01-01","female","85+","overall",72
"2020-01-01","male","0-4","overall",1286.4
"2020-01-01","male","5-9","overall",1368.1
"2020-01-01","male","10-14","overall",1351.6
"2020-01-01","male","15-19","overall",1488.6
"2020-01-01","male","20-24","overall",1544.6
"2020-01-01","male","25-29","overall",1581.6
"2020-01-01","male","30-34","overall",1565
"2020-01-01","male","35-39","overall",1464.4
"2020-01-01","male","40-44","overall",1167.1
"2020-01-01","male","45-49","overall",957.8
"2020-01-01","male","50-54","overall",804
"2020-01-01","male","55-59","overall",743.4
"2020-01-01","male","60-64","overall",576.8
"2020-01-01","male","65-69","overall",457
"2020-01-01","male","70-74","overall",297.6
"2020-01-01","male","75-79","overall",156.5
"2020-01-01","male","80-84","overall",89.2
"2020-01-01","male","85+","overall",66.5
"2021-01-01","both","0-4","overall",2445.5
"2021-01-01","both","5-9","overall",2639.5
"2021-01-01","both","10-14","overall",2600.1
"2021-01-01","both","15-19","overall",2800.7
"2021-01-01","both","20-24","overall",2893
"2021-01-01","both","25-29","overall",2851.7
"2021-01-01","both","30-34","overall",2865.5
"2021-01-01","both","35-39","overall",2777.9
"2021-01-01","both","40-44","overall",2267.2
"2021-01-01","both","45-49","overall",1870.2
"2021-01-01","both","50-54","overall",1605.5
"2021-01-01","both","55-59","overall",1460.8
"2021-01-01","both","60-64","overall",1208.7
"2021-01-01","both","65-69","overall",951.3
"2021-01-01","both","70-74","overall",645
"2021-01-01","both","75-79","overall",353.6
"2021-01-01","both","80-84","overall",201.2
"2021-01-01","both","85+","overall",139.1
"2021-01-01","female","0-4","overall",1195.8
"2021-01-01","female","5-9","overall",1276.2
"2021-01-01","female","10-14","overall",1252.5
"2021-01-01","female","15-19","overall",1329.9
"2021-01-01","female","20-24","overall",1338.2
"2021-01-01","female","25-29","overall",1291.7
"2021-01-01","female","30-34","overall",1326.9
"2021-01-01","female","35-39","overall",1306.6
"2021-01-01","female","40-44","overall",1058.1
"2021-01-01","female","45-49","overall",905.8
"2021-01-01","female","50-54","overall",791.8
"2021-01-01","female","55-59","overall",722.4
"2021-01-01","female","60-64","overall",601.3
"2021-01-01","female","65-69","overall",480.1
"2021-01-01","female","70-74","overall",331.6
"2021-01-01","female","75-79","overall",186.8
"2021-01-01","female","80-84","overall",109.2
"2021-01-01","female","85+","overall",71.1
"2021-01-01","male","0-4","overall",1249.8
"2021-01-01","male","5-9","overall",1363.3
"2021-01-01","male","10-14","overall",1347.6
"2021-01-01","male","15-19","overall",1470.8
"2021-01-01","male","20-24","overall",1554.7
"2021-01-01","male","25-29","overall",1560
"2021-01-01","male","30-34","overall",1538.7
"2021-01-01","male","35-39","overall",1471.3
"2021-01-01","male","40-44","overall",1209.1
"2021-01-01","male","45-49","overall",964.4
"2021-01-01","male","50-54","overall",813.7
"2021-01-01","male","55-59","overall",738.4
"2021-01-01","male","60-64","overall",607.4
"2021-01-01","male","65-69","overall",471.2
"2021-01-01","male","70-74","overall",313.4
"2021-01-01","male","75-79","overall",166.8
