"date","sex","age","ethnicity","population"
"1970-01-01","both","0-4","overall",1702.4
"1970-01-01","both","5-9","overall",1690.3
"1970-01-01","both","10-14","overall",1454.7
"1970-01-01","both","15-19","overall",1197.6
"1970-01-01","both","20-24","overall",921.6
"1970-01-01","both","25-29","overall",692.5
"1970-01-01","both","30-34","overall",659.1
"1970-01-01","both","35-39","overall",521.7
"1970-01-01","both","40-44","overall",457.8
"1970-01-01","both","45-49","overall",382.1
"1970-01-01","both","50-54","overall",336.7
"1970-01-01","both","55-59","overall",273.7
"1970-01-01","both","60-64","overall",234.7
"1970-01-01","both","65-69","overall",145.8
"1970-01-01","both","70+","overall",211.1
"1970-01-01","female","0-4","overall",833.1
"1970-01-01","female","5-9","overall",826.6
"1970-01-01","female","10-14","overall",714.6
"1970-01-01","female","15-19","overall",599.8
"1970-01-01","female","20-24","overall",461.2
"1970-01-01","female","25-29","overall",344.6
"1970-01-01","female","30-34","overall",325.8
"1970-01-01","female","35-39","overall",262.9
"1970-01-01","female","40-44","overall",226.6
"1970-01-01","female","45-49","overall",191.4
"1970-01-01","female","50-54","overall",165.2
"1970-01-01","female","55-59","overall",129.4
"1970-01-01","female","60-64","overall",111.5
"1970-01-01","female","65-69","overall",65.7
"1970-01-01","female","70+","overall",106.3
"1970-01-01","male","0-4","overall",869.3
"1970-01-01","male","5-9","overall",863.7
"1970-01-01","male","10-14","overall",740.1
"1970-01-01","male","15-19","overall",597.8
"1970-01-01","male","20-24","overall",460.4
"1970-01-01","male","25-29","overall",347.9
"1970-01-01","male","30-34","overall",333.3
"1970-01-01","male","35-39","overall",258.8
"1970-01-01","male","40-44","overall",231.2
"1970-01-01","male","45-49","overall",190.8
"1970-01-01","male","50-54","overall",171.5
"1970-01-01","male","55-59","overall",144.3
"1970-01-01","male","60-64","overall",123.2
"1970-01-01","male","65-69","overall",80
"1970-01-01","male","70+","overall",104.8
"1971-01-01","both","0-4","overall",1725.9
"1971-01-01","both","5-9","overall",1689.8
"1971-01-01","both","10-14","overall",1491.3
"1971-01-01","both","15-19","overall",1238.7
"1971-01-01","both","20-24","overall",970.7
"1971-01-01","both","25-29","overall",734.2
"1971-01-01","both","30-34","overall",666.2
"1971-01-01","both","35-39","overall",545.4
"1971-01-01","both","40-44","overall",468.5
"1971-01-01","both","45-49","overall",393.8
"1971-01-01","both","50-54","overall",342.1
"1971-01-01","both","55-59","overall",280.6
"1971-01-01","both","60-64","overall",236.1
"1971-01-01","both","65-69","overall",155.1
"1971-01-01","both","70+","overall",221.2
"1971-01-01","female","0-4","overall",844.2
"1971-01-01","female","5-9","overall",828.3
"1971-01-01","female","10-14","overall",734.4
"1971-01-01","female","15-19","overall",619.1
"1971-01-01","female","20-24","overall",485.4
"1971-01-01","female","25-29","overall",365
"1971-01-01","female","30-34","overall",329.2
"1971-01-01","female","35-39","overall",273.6
"1971-01-01","female","40-44","overall",232.8
"1971-01-01","female","45-49","overall",196.8
"1971-01-01","female","50-54","overall",168.9
"1971-01-01","female","55-59","overall",134.2
"1971-01-01","female","60-64","overall",112.4
"1971-01-01","female","65-69","overall",71.1
"1971-01-01","female","70+","overall",111.2
"1971-01-01","male","0-4","overall",881.6
"1971-01-01","male","5-9","overall",861.5
"1971-01-01","male","10-14","overall",757
"1971-01-01","male","15-19","overall",619.6
"1971-01-01","male","20-24","overall",485.3
"1971-01-01","male","25-29","overall",369.2
"1971-01-01","male","30-34","overall",337
"1971-01-01","male","35-39","overall",271.8
"1971-01-01","male","40-44","overall",235.8
"1971-01-01","male","45-49","overall",197
"1971-01-01","male","50-54","overall",173.3
"1971-01-01","male","55-59","overall",146.4
"1971-01-01","male","60-64","overall",123.7
"1971-01-01","male","65-69","overall",84.1
"1971-01-01","male","70+","overall",110
"1972-01-01","both","0-4","overall",1758
"1972-01-01","both","5-9","overall",1688.4
"1972-01-01","both","10-14","overall",1528.7
"1972-01-01","both","15-19","overall",1279.5
"1972-01-01","both","20-24","overall",1019.3
"1972-01-01","both","25-29","overall",777.5
"1972-01-01","both","30-34","overall",673
"1972-01-01","both","35-39","overall",570.3
"1972-01-01","both","40-44","overall",478.8
"1972-01-01","both","45-49","overall",405.9
"1972-01-01","both","50-54","overall",347.2
"1972-01-01","both","55-59","overall",287.9
"1972-01-01","both","60-64","overall",237.4
"1972-01-01","both","65-69","overall",164.8
"1972-01-01","both","70+","overall",224.5
"1972-01-01","female","0-4","overall",859.8
"1972-01-01","female","5-9","overall",828.7
"1972-01-01","female","10-14","overall",754.5
"1972-01-01","female","15-19","overall",638.6
"1972-01-01","female","20-24","overall",509.8
"1972-01-01","female","25-29","overall",386.1
"1972-01-01","female","30-34","overall",332.4
"1972-01-01","female","35-39","overall",284.7
"1972-01-01","female","40-44","overall",238.7
"1972-01-01","female","45-49","overall",202.5
"1972-01-01","female","50-54","overall",172.3
"1972-01-01","female","55-59","overall",139.1
"1972-01-01","female","60-64","overall",113.3
"1972-01-01","female","65-69","overall",76.7
"1972-01-01","female","70+","overall",112.6
"1972-01-01","male","0-4","overall",898.2
"1972-01-01","male","5-9","overall",859.7
"1972-01-01","male","10-14","overall",774.2
"1972-01-01","male","15-19","overall",640.9
"1972-01-01","male","20-24","overall",509.5
"1972-01-01","male","25-29","overall",391.4
"1972-01-01","male","30-34","overall",340.6
"1972-01-01","male","35-39","overall",285.6
"1972-01-01","male","40-44","overall",240.1
"1972-01-01","male","45-49","overall",203.4
"1972-01-01","male","50-54","overall",174.9
"1972-01-01","male","55-59","overall",148.8
"1972-01-01","male","60-64","overall",124.1
"1972-01-01","male","65-69","overall",88.1
"1972-01-01","male","70+","overall",111.9
"1973-01-01","both","0-4","overall",1786.9
"1973-01-01","both","5-9","overall",1686.2
"1973-01-01","both","10-14","overall",1564.4
"1973-01-01","both","15-19","overall",1319.9
"1973-01-01","both","20-24","overall",1066.1
"1973-01-01","both","25-29","overall",822.2
"1973-01-01","both","30-34","overall",679.3
"1973-01-01","both","35-39","overall",596.2
"1973-01-01","both","40-44","overall",488.3
"1973-01-01","both","45-49","overall",418.4
"1973-01-01","both","50-54","overall",351.7
"1973-01-01","both","55-59","overall",295.5
"1973-01-01","both","60-64","overall",238.3
"1973-01-01","both","65-69","overall",174.7
"1973-01-01","both","70+","overall",231.6
"1973-01-01","female","0-4","overall",873.8
"1973-01-01","female","5-9","overall",827.9
"1973-01-01","female","10-14","overall",773.7
"1973-01-01","female","15-19","overall",658.7
"1973-01-01","female","20-24","overall",533.9
"1973-01-01","female","25-29","overall",408
"1973-01-01","female","30-34","overall",335.2
"1973-01-01","female","35-39","overall",296.1
"1973-01-01","female","40-44","overall",244.1
"1973-01-01","female","45-49","overall",208.3
"1973-01-01","female","50-54","overall",175.4
"1973-01-01","female","55-59","overall",144.3
"1973-01-01","female","60-64","overall",114.1
"1973-01-01","female","65-69","overall",82.5
"1973-01-01","female","70+","overall",116
"1973-01-01","male","0-4","overall",913.1
"1973-01-01","male","5-9","overall",858.3
"1973-01-01","male","10-14","overall",790.8
"1973-01-01","male","15-19","overall",661.2
"1973-01-01","male","20-24","overall",532.3
"1973-01-01","male","25-29","overall",414.3
"1973-01-01","male","30-34","overall",344.1
"1973-01-01","male","35-39","overall",300.1
"1973-01-01","male","40-44","overall",244.2
"1973-01-01","male","45-49","overall",210.1
"1973-01-01","male","50-54","overall",176.3
"1973-01-01","male","55-59","overall",151.2
"1973-01-01","male","60-64","overall",124.2
"1973-01-01","male","65-69","overall",92.2
"1973-01-01","male","70+","overall",115.6
"1974-01-01","both","0-4","overall",1816.2
"1974-01-01","both","5-9","overall",1686.4
"1974-01-01","both","10-14","overall",1597.8
"1974-01-01","both","15-19","overall",1361.1
"1974-01-01","both","20-24","overall",1110.9
"1974-01-01","both","25-29","overall",868.8
"1974-01-01","both","30-34","overall",685.7
"1974-01-01","both","35-39","overall",623.4
"1974-01-01","both","40-44","overall",497.1
"1974-01-01","both","45-49","overall",431.5
"1974-01-01","both","50-54","overall",355.7
"1974-01-01","both","55-59","overall",303.6
"1974-01-01","both","60-64","overall",239.1
"1974-01-01","both","65-69","overall",185.1
"1974-01-01","both","70+","overall",238.9
"1974-01-01","female","0-4","overall",888.1
"1974-01-01","female","5-9","overall",827.3
"1974-01-01","female","10-14","overall",791.2
"1974-01-01","female","15-19","overall",680.1
"1974-01-01","female","20-24","overall",557.4
"1974-01-01","female","25-29","overall",430.7
"1974-01-01","female","30-34","overall",337.9
"1974-01-01","female","35-39","overall",307.9
"1974-01-01","female","40-44","overall",249.1
"1974-01-01","female","45-49","overall",214.4
"1974-01-01","female","50-54","overall",178.1
"1974-01-01","female","55-59","overall",149.7
"1974-01-01","female","60-64","overall",114.9
"1974-01-01","female","65-69","overall",88.8
"1974-01-01","female","70+","overall",119.5
"1974-01-01","male","0-4","overall",928.1
"1974-01-01","male","5-9","overall",859.1
"1974-01-01","male","10-14","overall",806.6
"1974-01-01","male","15-19","overall",681
"1974-01-01","male","20-24","overall",553.5
"1974-01-01","male","25-29","overall",438.1
"1974-01-01","male","30-34","overall",347.8
"1974-01-01","male","35-39","overall",315.5
"1974-01-01","male","40-44","overall",248
"1974-01-01","male","45-49","overall",217.1
"1974-01-01","male","50-54","overall",177.6
"1974-01-01","male","55-59","overall",153.9
"1974-01-01","male","60-64","overall",124.3
"1974-01-01","male","65-69","overall",96.3
"1974-01-01","male","70+","overall",119.4
"1975-01-01","both","0-4","overall",1846.3
"1975-01-01","both","5-9","overall",1693.9
"1975-01-01","both","10-14","overall",1630.3
"1975-01-01","both","15-19","overall",1403.7
"1975-01-01","both","20-24","overall",1154.9
"1975-01-01","both","25-29","overall",918.5
"1975-01-01","both","30-34","overall",692.9
"1975-01-01","both","35-39","overall",652.9
"1975-01-01","both","40-44","overall",505.8
"1975-01-01","both","45-49","overall",445.9
"1975-01-01","both","50-54","overall",359.8
"1975-01-01","both","55-59","overall",312.3
"1975-01-01","both","60-64","overall",240.1
"1975-01-01","both","65-69","overall",196.4
"1975-01-01","both","70+","overall",246.5
"1975-01-01","female","0-4","overall",902.9
"1975-01-01","female","5-9","overall",829.5
"1975-01-01","female","10-14","overall",807.7
"1975-01-01","female","15-19","overall",703.3
"1975-01-01","female","20-24","overall",581.1
"1975-01-01","female","25-29","overall",455
"1975-01-01","female","30-34","overall",340.9
"1975-01-01","female","35-39","overall",320.6
"1975-01-01","female","40-44","overall",254
"1975-01-01","female","45-49","overall",221.1
"1975-01-01","female","50-54","overall",180.8
"1975-01-01","female","55-59","overall",155.5
"1975-01-01","female","60-64","overall",115.8
"1975-01-01","female","65-69","overall",95.6
"1975-01-01","female","70+","overall",123.2
"1975-01-01","male","0-4","overall",943.4
"1975-01-01","male","5-9","overall",864.4
"1975-01-01","male","10-14","overall",822.6
"1975-01-01","male","15-19","overall",700.4
"1975-01-01","male","20-24","overall",573.7
"1975-01-01","male","25-29","overall",463.5
"1975-01-01","male","30-34","overall",352
"1975-01-01","male","35-39","overall",332.2
"1975-01-01","male","40-44","overall",251.8
"1975-01-01","male","45-49","overall",224.8
"1975-01-01","male","50-54","overall",178.9
"1975-01-01","male","55-59","overall",156.8
"1975-01-01","male","60-64","overall",124.3
"1975-01-01","male","65-69","overall",100.8
"1975-01-01","male","70+","overall",123.3
"1976-01-01","both","0-4","overall",1871.2
"1976-01-01","both","5-9","overall",1723.1
"1976-01-01","both","10-14","overall",1634.7
"1976-01-01","both","15-19","overall",1438.5
"1976-01-01","both","20-24","overall",1193
"1976-01-01","both","25-29","overall",959.8
"1976-01-01","both","30-34","overall",733.2
"1976-01-01","both","35-39","overall",660
"1976-01-01","both","40-44","overall",529.9
"1976-01-01","both","45-49","overall",454.5
"1976-01-01","both","50-54","overall",371.6
"1976-01-01","both","55-59","overall",316.2
"1976-01-01","both","60-64","overall",246.4
"1976-01-01","both","65-69","overall",196.5
"1976-01-01","both","70+","overall",259.2
"1976-01-01","female","0-4","overall",914.4
"1976-01-01","female","5-9","overall",843.4
"1976-01-01","female","10-14","overall",809.9
"1976-01-01","female","15-19","overall",722.1
"1976-01-01","female","20-24","overall",601
"1976-01-01","female","25-29","overall",476.5
"1976-01-01","female","30-34","overall",360.4
"1976-01-01","female","35-39","overall",323.8
"1976-01-01","female","40-44","overall",264.8
"1976-01-01","female","45-49","overall",226.1
"1976-01-01","female","50-54","overall",186.6
"1976-01-01","female","55-59","overall",158.3
"1976-01-01","female","60-64","overall",120.3
"1976-01-01","female","65-69","overall",96
"1976-01-01","female","70+","overall",130.2
"1976-01-01","male","0-4","overall",956.8
"1976-01-01","male","5-9","overall",879.8
"1976-01-01","male","10-14","overall",824.8
"1976-01-01","male","15-19","overall",716.5
"1976-01-01","male","20-24","overall",592.1
"1976-01-01","male","25-29","overall",483.3
"1976-01-01","male","30-34","overall",372.7
"1976-01-01","male","35-39","overall",336.2
"1976-01-01","male","40-44","overall",265.1
"1976-01-01","male","45-49","overall",228.4
"1976-01-01","male","50-54","overall",185.1
"1976-01-01","male","55-59","overall",158
"1976-01-01","male","60-64","overall",126.1
"1976-01-01","male","65-69","overall",100.6
"1976-01-01","male","70+","overall",129
"1977-01-01","both","0-4","overall",1901.2
"1977-01-01","both","5-9","overall",1756.6
"1977-01-01","both","10-14","overall",1644.5
"1977-01-01","both","15-19","overall",1476.3
"1977-01-01","both","20-24","overall",1233.4
"1977-01-01","both","25-29","overall",1001.7
"1977-01-01","both","30-34","overall",776.4
"1977-01-01","both","35-39","overall",668.5
"1977-01-01","both","40-44","overall",556.6
"1977-01-01","both","45-49","overall",463.6
"1977-01-01","both","50-54","overall",385
"1977-01-01","both","55-59","overall",320.6
"1977-01-01","both","60-64","overall",253.8
"1977-01-01","both","65-69","overall",197.1
"1977-01-01","both","70+","overall",265.9
"1977-01-01","female","0-4","overall",928.7
"1977-01-01","female","5-9","overall",859.6
"1977-01-01","female","10-14","overall",813.6
"1977-01-01","female","15-19","overall",742.1
"1977-01-01","female","20-24","overall",622.6
"1977-01-01","female","25-29","overall",498.8
"1977-01-01","female","30-34","overall",381.5
"1977-01-01","female","35-39","overall",327.5
"1977-01-01","female","40-44","overall",276.8
"1977-01-01","female","45-49","overall",231.3
"1977-01-01","female","50-54","overall",193
"1977-01-01","female","55-59","overall",161.2
"1977-01-01","female","60-64","overall",125.3
"1977-01-01","female","65-69","overall",96.6
"1977-01-01","female","70+","overall",134.1
"1977-01-01","male","0-4","overall",972.4
"1977-01-01","male","5-9","overall",897
"1977-01-01","male","10-14","overall",830.9
"1977-01-01","male","15-19","overall",734.2
"1977-01-01","male","20-24","overall",610.8
"1977-01-01","male","25-29","overall",502.8
"1977-01-01","male","30-34","overall",394.9
"1977-01-01","male","35-39","overall",341
"1977-01-01","male","40-44","overall",279.9
"1977-01-01","male","45-49","overall",232.2
"1977-01-01","male","50-54","overall",192
"1977-01-01","male","55-59","overall",159.4
"1977-01-01","male","60-64","overall",128.5
"1977-01-01","male","65-69","overall",100.5
"1977-01-01","male","70+","overall",131.8
"1978-01-01","both","0-4","overall",1919.9
"1978-01-01","both","5-9","overall",1788.8
"1978-01-01","both","10-14","overall",1656.4
"1978-01-01","both","15-19","overall",1510.8
"1978-01-01","both","20-24","overall",1272.2
"1978-01-01","both","25-29","overall",1040.7
"1978-01-01","both","30-34","overall",820.9
"1978-01-01","both","35-39","overall",676.3
"1978-01-01","both","40-44","overall",584.2
"1978-01-01","both","45-49","overall",471.7
"1978-01-01","both","50-54","overall",398.7
"1978-01-01","both","55-59","overall",324.3
"1978-01-01","both","60-64","overall",261.4
"1978-01-01","both","65-69","overall",197.4
"1978-01-01","both","70+","overall",276.5
"1978-01-01","female","0-4","overall",937.3
"1978-01-01","female","5-9","overall",875.3
"1978-01-01","female","10-14","overall",817.3
"1978-01-01","female","15-19","overall",759.9
"1978-01-01","female","20-24","overall",644.3
"1978-01-01","female","25-29","overall",520.5
"1978-01-01","female","30-34","overall",403.1
"1978-01-01","female","35-39","overall",330.8
"1978-01-01","female","40-44","overall",288.8
"1978-01-01","female","45-49","overall",236
"1978-01-01","female","50-54","overall",199.6
"1978-01-01","female","55-59","overall",163.7
"1978-01-01","female","60-64","overall",130.5
"1978-01-01","female","65-69","overall",97.2
"1978-01-01","female","70+","overall",140.2
"1978-01-01","male","0-4","overall",982.5
"1978-01-01","male","5-9","overall",913.5
"1978-01-01","male","10-14","overall",839.1
"1978-01-01","male","15-19","overall",750.9
"1978-01-01","male","20-24","overall",627.9
"1978-01-01","male","25-29","overall",520.2
"1978-01-01","male","30-34","overall",417.8
"1978-01-01","male","35-39","overall",345.6
"1978-01-01","male","40-44","overall",295.4
"1978-01-01","male","45-49","overall",235.7
"1978-01-01","male","50-54","overall",199.1
"1978-01-01","male","55-59","overall",160.6
"1978-01-01","male","60-64","overall",130.9
"1978-01-01","male","65-69","overall",100.2
"1978-01-01","male","70+","overall",136.4
"1979-01-01","both","0-4","overall",1935.7
"1979-01-01","both","5-9","overall",1823.4
"1979-01-01","both","10-14","overall",1676.6
"1979-01-01","both","15-19","overall",1544.3
"1979-01-01","both","20-24","overall",1313.1
"1979-01-01","both","25-29","overall",1078.9
"1979-01-01","both","30-34","overall",868.4
"1979-01-01","both","35-39","overall",685.3
"1979-01-01","both","40-44","overall",614.3
"1979-01-01","both","45-49","overall",480.1
"1979-01-01","both","50-54","overall",413.8
"1979-01-01","both","55-59","overall",328.1
"1979-01-01","both","60-64","overall",270
"1979-01-01","both","65-69","overall",197.8
"1979-01-01","both","70+","overall",288.3
"1979-01-01","female","0-4","overall",944.2
"1979-01-01","female","5-9","overall",892.3
"1979-01-01","female","10-14","overall",824.4
"1979-01-01","female","15-19","overall",776.7
"1979-01-01","female","20-24","overall",668.3
"1979-01-01","female","25-29","overall",542.5
"1979-01-01","female","30-34","overall",426.2
"1979-01-01","female","35-39","overall",334.5
"1979-01-01","female","40-44","overall",301.9
"1979-01-01","female","45-49","overall",240.7
"1979-01-01","female","50-54","overall",206.8
"1979-01-01","female","55-59","overall",166.2
"1979-01-01","female","60-64","overall",136.2
"1979-01-01","female","65-69","overall",98
"1979-01-01","female","70+","overall",146.9
"1979-01-01","male","0-4","overall",991.5
"1979-01-01","male","5-9","overall",931.1
"1979-01-01","male","10-14","overall",852.2
"1979-01-01","male","15-19","overall",767.6
"1979-01-01","male","20-24","overall",644.8
"1979-01-01","male","25-29","overall",536.4
"1979-01-01","male","30-34","overall",442.2
"1979-01-01","male","35-39","overall",350.9
"1979-01-01","male","40-44","overall",312.4
"1979-01-01","male","45-49","overall",239.4
"1979-01-01","male","50-54","overall",207
"1979-01-01","male","55-59","overall",161.9
"1979-01-01","male","60-64","overall",133.9
"1979-01-01","male","65-69","overall",99.8
"1979-01-01","male","70+","overall",141.4
"1980-01-01","both","0-4","overall",1979.2
"1980-01-01","both","5-9","overall",1844.2
"1980-01-01","both","10-14","overall",1719.1
"1980-01-01","both","15-19","overall",1576.5
"1980-01-01","both","20-24","overall",1355.2
"1980-01-01","both","25-29","overall",1118.2
"1980-01-01","both","30-34","overall",901.2
"1980-01-01","both","35-39","overall",729.9
"1980-01-01","both","40-44","overall",613.2
"1980-01-01","both","45-49","overall",516.1
"1980-01-01","both","50-54","overall",424.5
"1980-01-01","both","55-59","overall",342.5
"1980-01-01","both","60-64","overall",268.4
"1980-01-01","both","65-69","overall",200.1
"1980-01-01","both","70-74","overall",138.3
"1980-01-01","both","75-79","overall",83
"1980-01-01","both","80+","overall",69.8
"1980-01-01","female","0-4","overall",963.9
"1980-01-01","female","5-9","overall",901.5
"1980-01-01","female","10-14","overall",842.8
"1980-01-01","female","15-19","overall",792
"1980-01-01","female","20-24","overall",693.9
"1980-01-01","female","25-29","overall",565
"1980-01-01","female","30-34","overall",445.2
"1980-01-01","female","35-39","overall",355.3
"1980-01-01","female","40-44","overall",300.1
"1980-01-01","female","45-49","overall",257.1
"1980-01-01","female","50-54","overall",214
"1980-01-01","female","55-59","overall",173.1
"1980-01-01","female","60-64","overall",135.2
"1980-01-01","female","65-69","overall",100.1
"1980-01-01","female","70-74","overall",68.6
"1980-01-01","female","75-79","overall",40.5
"1980-01-01","female","80+","overall",38.9
"1980-01-01","male","0-4","overall",1015.2
"1980-01-01","male","5-9","overall",942.6
"1980-01-01","male","10-14","overall",876.3
"1980-01-01","male","15-19","overall",784.5
"1980-01-01","male","20-24","overall",661.2
"1980-01-01","male","25-29","overall",553.2
"1980-01-01","male","30-34","overall",456
"1980-01-01","male","35-39","overall",374.6
"1980-01-01","male","40-44","overall",313.1
"1980-01-01","male","45-49","overall",259
"1980-01-01","male","50-54","overall",210.5
"1980-01-01","male","55-59","overall",169.5
"1980-01-01","male","60-64","overall",133.2
"1980-01-01","male","65-69","overall",100
"1980-01-01","male","70-74","overall",69.7
"1980-01-01","male","75-79","overall",42.5
"1980-01-01","male","80+","overall",30.8
"1981-01-01","both","0-4","overall",2032.4
"1981-01-01","both","5-9","overall",1854.3
"1981-01-01","both","10-14","overall",1735.2
"1981-01-01","both","15-19","overall",1619.8
"1981-01-01","both","20-24","overall",1403.3
"1981-01-01","both","25-29","overall",1176.9
"1981-01-01","both","30-34","overall",940.6
"1981-01-01","both","35-39","overall",755.4
"1981-01-01","both","40-44","overall",632.9
"1981-01-01","both","45-49","overall",532.8
"1981-01-01","both","50-54","overall",437.1
"1981-01-01","both","55-59","overall",351.8
"1981-01-01","both","60-64","overall",275.5
"1981-01-01","both","65-69","overall",205.2
"1981-01-01","both","70-74","overall",142.5
"1981-01-01","both","75-79","overall",87.6
"1981-01-01","both","80+","overall",73.6
"1981-01-01","female","0-4","overall",989.5
"1981-01-01","female","5-9","overall",907.6
"1981-01-01","female","10-14","overall",851
"1981-01-01","female","15-19","overall",806.2
"1981-01-01","female","20-24","overall",715.9
"1981-01-01","female","25-29","overall",595.3
"1981-01-01","female","30-34","overall",465.7
"1981-01-01","female","35-39","overall",367.6
"1981-01-01","female","40-44","overall",308.7
"1981-01-01","female","45-49","overall",264.6
"1981-01-01","female","50-54","overall",220.3
"1981-01-01","female","55-59","overall",178
"1981-01-01","female","60-64","overall",139.4
"1981-01-01","female","65-69","overall",103
"1981-01-01","female","70-74","overall",71.5
"1981-01-01","female","75-79","overall",43.4
"1981-01-01","female","80+","overall",40.7
"1981-01-01","male","0-4","overall",1042.9
"1981-01-01","male","5-9","overall",946.8
"1981-01-01","male","10-14","overall",884.2
"1981-01-01","male","15-19","overall",813.6
"1981-01-01","male","20-24","overall",687.4
"1981-01-01","male","25-29","overall",581.7
"1981-01-01","male","30-34","overall",475
"1981-01-01","male","35-39","overall",387.8
"1981-01-01","male","40-44","overall",324.1
"1981-01-01","male","45-49","overall",268.2
"1981-01-01","male","50-54","overall",216.9
"1981-01-01","male","55-59","overall",173.7
"1981-01-01","male","60-64","overall",136.2
"1981-01-01","male","65-69","overall",102.1
"1981-01-01","male","70-74","overall",71
"1981-01-01","male","75-79","overall",44.2
"1981-01-01","male","80+","overall",33
"1982-01-01","both","0-4","overall",2079.2
"1982-01-01","both","5-9","overall",1887.6
"1982-01-01","both","10-14","overall",1756.9
"1982-01-01","both","15-19","overall",1647.5
"1982-01-01","both","20-24","overall",1456
"1982-01-01","both","25-29","overall",1225.6
"1982-01-01","both","30-34","overall",988.4
"1982-01-01","both","35-39","overall",784.5
"1982-01-01","both","40-44","overall",652.7
"1982-01-01","both","45-49","overall",550.5
"1982-01-01","both","50-54","overall",450.6
"1982-01-01","both","55-59","overall",361.6
"1982-01-01","both","60-64","overall",282.9
"1982-01-01","both","65-69","overall",211.1
"1982-01-01","both","70-74","overall",146
"1982-01-01","both","75-79","overall",91.8
"1982-01-01","both","80+","overall",78.2
"1982-01-01","female","0-4","overall",1011
"1982-01-01","female","5-9","overall",924.3
"1982-01-01","female","10-14","overall",862.4
"1982-01-01","female","15-19","overall",815
"1982-01-01","female","20-24","overall",739.2
"1982-01-01","female","25-29","overall",619.8
"1982-01-01","female","30-34","overall",490.4
"1982-01-01","female","35-39","overall",381.8
"1982-01-01","female","40-44","overall",317.6
"1982-01-01","female","45-49","overall",272.5
"1982-01-01","female","50-54","overall",226.9
"1982-01-01","female","55-59","overall",183.1
"1982-01-01","female","60-64","overall",143.6
"1982-01-01","female","65-69","overall",106.4
"1982-01-01","female","70-74","overall",73.9
"1982-01-01","female","75-79","overall",46.2
"1982-01-01","female","80+","overall",42.9
"1982-01-01","male","0-4","overall",1068.2
"1982-01-01","male","5-9","overall",963.3
"1982-01-01","male","10-14","overall",894.5
"1982-01-01","male","15-19","overall",832.5
"1982-01-01","male","20-24","overall",716.8
"1982-01-01","male","25-29","overall",605.9
"1982-01-01","male","30-34","overall",498
"1982-01-01","male","35-39","overall",402.6
"1982-01-01","male","40-44","overall",335.1
"1982-01-01","male","45-49","overall",278
"1982-01-01","male","50-54","overall",223.8
"1982-01-01","male","55-59","overall",178.4
"1982-01-01","male","60-64","overall",139.3
"1982-01-01","male","65-69","overall",104.7
"1982-01-01","male","70-74","overall",72
"1982-01-01","male","75-79","overall",45.6
"1982-01-01","male","80+","overall",35.3
"1983-01-01","both","0-4","overall",2147.7
"1983-01-01","both","5-9","overall",1907.8
"1983-01-01","both","10-14","overall",1763.3
"1983-01-01","both","15-19","overall",1678.3
"1983-01-01","both","20-24","overall",1507.6
"1983-01-01","both","25-29","overall",1274.4
"1983-01-01","both","30-34","overall",1038.1
"1983-01-01","both","35-39","overall",819.4
"1983-01-01","both","40-44","overall",674
"1983-01-01","both","45-49","overall",567.8
"1983-01-01","both","50-54","overall",464.9
"1983-01-01","both","55-59","overall",371.8
"1983-01-01","both","60-64","overall",289.8
"1983-01-01","both","65-69","overall",215.6
"1983-01-01","both","70-74","overall",150.5
"1983-01-01","both","75-79","overall",95
"1983-01-01","both","80+","overall",82.2
"1983-01-01","female","0-4","overall",1043.6
"1983-01-01","female","5-9","overall",934
"1983-01-01","female","10-14","overall",865.8
"1983-01-01","female","15-19","overall",828.1
"1983-01-01","female","20-24","overall",760.3
"1983-01-01","female","25-29","overall",644
"1983-01-01","female","30-34","overall",515.9
"1983-01-01","female","35-39","overall",399.6
"1983-01-01","female","40-44","overall",327.5
"1983-01-01","female","45-49","overall",279.9
"1983-01-01","female","50-54","overall",233.4
"1983-01-01","female","55-59","overall",188.4
"1983-01-01","female","60-64","overall",147.7
"1983-01-01","female","65-69","overall",109.2
"1983-01-01","female","70-74","overall",76.7
"1983-01-01","female","75-79","overall",48.5
"1983-01-01","female","80+","overall",45.1
"1983-01-01","male","0-4","overall",1104.2
"1983-01-01","male","5-9","overall",973.8
"1983-01-01","male","10-14","overall",897.5
"1983-01-01","male","15-19","overall",850.2
"1983-01-01","male","20-24","overall",747.3
"1983-01-01","male","25-29","overall",630.4
"1983-01-01","male","30-34","overall",522.2
"1983-01-01","male","35-39","overall",419.7
"1983-01-01","male","40-44","overall",346.5
"1983-01-01","male","45-49","overall",287.9
"1983-01-01","male","50-54","overall",231.5
"1983-01-01","male","55-59","overall",183.4
"1983-01-01","male","60-64","overall",142.2
"1983-01-01","male","65-69","overall",106.4
"1983-01-01","male","70-74","overall",73.7
"1983-01-01","male","75-79","overall",46.6
"1983-01-01","male","80+","overall",37.1
"1984-01-01","both","0-4","overall",2202.9
"1984-01-01","both","5-9","overall",1942.2
"1984-01-01","both","10-14","overall",1788.7
"1984-01-01","both","15-19","overall",1687
"1984-01-01","both","20-24","overall",1558.5
"1984-01-01","both","25-29","overall",1322.3
"1984-01-01","both","30-34","overall",1086.7
"1984-01-01","both","35-39","overall",862
"1984-01-01","both","40-44","overall",694.7
"1984-01-01","both","45-49","overall",585.5
"1984-01-01","both","50-54","overall",480.1
"1984-01-01","both","55-59","overall",383
"1984-01-01","both","60-64","overall",297.4
"1984-01-01","both","65-69","overall",220.9
"1984-01-01","both","70-74","overall",154.6
